file_name,truth,height,width
XHV9z7JrFr.png,vs.,55,104
IufsrVhWVq.png,...,1,1
BXwjguF6Vq.png,CNN,97,243
wjYkeo0Gjr.png,the,100,178
tNdjqV7kab.png,of,147,115
NB8MAU8PTU.png,can,90,173
TkSh6mwhQz.png,changes,150,300
L0HQ9lcFC2.png,be,71,118
ZEgzd4uolk.png,features,152,314
bIVabDgGXp.png,data,91,221
FbPNJSwOAg.png,translation,97,470
tySOT3BzPS.png,easy,87,236
ro4cBV5GCx.png,by,138,136
5XTkVlUqLW.png,function,147,326
6EPnAncsjr.png,to,104,145
Rmxf8oUUEP.png,extract,89,291
l6qI4Dcf7O.png,worthy,141,210
Apq9YOO2ef.png,handles,96,264
m5NKXTtO60.png,previous,97,324
ZYWT073H33.png,with,83,210
mCm51ykxNt.png,the,73,159
ODtHeb53OT.png,value,106,240
PimRDjfMRg.png,can,72,180
6ema7VUhVg.png,notes,96,204
UvTSOWK6vH.png,changing,170,309
HlrIxH1LiS.png,translation,106,354
ItlCgiEhbV.png,features,140,276
eyOc31pKzR.png,Networks:,80,340
oyy24KbRAE.png,assigns,84,301
aMYv8l84Vs.png,in,78,163
vYFA0YRPI0.png,it,102,102
KBO24sDy9u.png,gouge,99,241
iXNNQhAxB8.png,QC'd,88,152
ZCBecHFJIP.png,of,146,122
CsVBj9iZPq.png,recognition,163,396
OMgkYUwpBS.png,into,85,174
VT4dz4JNlh.png,neural,94,292
0PuWiPBCHU.png,the,98,136
x9br57svML.png,on,49,115
ID2q7GKuYc.png,give,101,161
5o4OI4KaLn.png,a,53,101
gig2lQaaak.png,this,92,177
H09d3OX1J0.png,Vanishing,139,385
msAmD9lcCP.png,predictions,88,479
94VYwojheA.png,classification,159,541
Ynlpf5gjgu.png,Layer,125,196
lDqg4EjmTh.png,follow,124,389
8N97DRHFYI.png,of,152,84
yywrvblzzQ.png,of,161,111
HaaW3olfts.png,Neural,76,296
Av8K44zq4i.png,Example,112,276
TQmJmZgqWP.png,network,121,345
HFhL4cFvNs.png,that,79,175
5OaMkiLLdo.png,for,127,151
B75eQEFLCk.png,to,75,107
fIbD4TseaT.png,need,89,195
YWQhjXGjxi.png,handled,120,326
oHhBxHfWn8.png,RNN Lab:,98,432
5x9dL3Tlbq.png,used,99,298
E7adjvshDA.png,a,54,82
dQNlNgFniz.png,Language,139,396
WA3RAVBwi4.png,to,85,107
sy1K53wbAz.png,be,96,128
EVyHpzbXzn.png,full,141,198
FMGSUqI5tB.png,them.,94,269
dctxfDywLa.png,RNN,112,291
Rmx3pjItUK.png,because,101,300
7gKc9rXz0H.png,glass,108,196
YNDeAO4JHM.png,the,100,178
bDRvc5AxqE.png,features,144,328
HJuMiPWvMo.png,Intro,114,259
O7qddOYvKn.png,uses,81,158
yvoOSFqQWo.png,expensive,105,406
9MEn5z7k84.png,Intro,109,199
FUmKc55j8O.png,data,93,219
U8iutbNdMI.png,...,62,601
JALRJI9mih.png,Module,94,258
oEbc8tc1Vr.png,about,102,223
aMisN3alyR.png,videos,110,232
9TfVgvkZnX.png,a,66,83
B6zwrsOkJV.png,in,105,182
905ZkoIPA7.png,better,108,275
Gd1fL4Kd3M.png,Low,103,150
2vISVyaHBM.png,very,154,182
21yt33vZfL.png,is,105,102
AczwD6H6E4.png,when,82,219
89EgXuEIoW.png,receives,112,280
Rry4mxAVR9.png,Simple,175,282
lpK3ZHSP52.png,Learning,127,287
s1HuSJRpWH.png,state,101,217
s6OaIvpEZO.png,state.,108,265
Xsn1lblHFm.png,we,63,134
YCwno4xXpE.png,it,80,139
DUdrpuu7i8.png,suggested,149,379
Bh3xS8HxXN.png,to,103,169
GqPFWpIMdS.png,of,133,122
BdF0ft7EJO.png,language.,130,441
cO7IumlFyP.png,data,95,204
XY1WC3lNCd.png,network?,102,376
NNltGrlwkg.png,to,114,119
AbbtkCuN4g.png,by,149,127
sBHkjcQOMB.png,a,80,63
BDOG6b22TB.png,how,109,175
6Ya0fdM0le.png,each,68,212
RrDeMEw2mg.png,allow,101,268
pnc0npICkZ.png,means,82,262
euREr19Uld.png,sequential,116,402
NMG9uDBoD9.png,and,85,154
aa0BjC4RzU.png,best,96,194
jS45R9WTNR.png,Learn,99,267
QJ6IHpoAXy.png,based,95,279
EI6rNj8GmJ.png,reconstruct,82,502
0h7ykWNmtw.png,layers,146,201
2NP0XlZKVY.png,used,90,229
Sn78j27af3.png,is,76,84
6n3ZOEWqEw.png,emperical,105,389
WWGo0KbfzB.png,Dimensionality,170,597
nqTmCODd64.png,datasets,107,325
IPSlmuo3XQ.png,images,127,294
WJSx1fqRQH.png,pleases.,152,280
Rgo2tNFDYl.png,dependent,102,411
DxGnISdGov.png,have,106,215
RE81BJ4BCC.png,parts,105,256
HZZAN6fm1m.png,gradient,133,428
cvTPEWNLnx.png,Memory,148,305
lvpDKw9r2V.png,...,66,163
biCamqOAu1.png,car,71,143
EiOILLKLne.png,is,94,111
1srnxYDaft.png,can,91,182
QXn5si55tU.png,learns,123,228
oFE8hpI8Hd.png,a,57,72
oLTDVOZSLg.png,gradient,133,373
kEV54oNv98.png,train,82,244
ENSRbnurL1.png,the,81,136
Cj9Yb3SaA4.png,Deals,77,225
sBtnqVNWjB.png,dog,121,136
4eEki1YvoZ.png,important,129,400
h7C8c6MSts.png,Term,114,213
GBWsAkqLsi.png,those,91,252
s7ZYxQvcAd.png,word,79,252
JK9nJe2Laq.png,a,58,79
VMRtTqfcgQ.png,ie.,78,119
VWNT7Q3Ksg.png,To Do:,100,258
dK8oJ7NIGB.png,puts,102,200
dT7hgRPuyn.png,make,129,230
MDxfWEgWJ8.png,on,83,114
gbb9ufvCsO.png,my,129,123
2mtAwUJucC.png,Minibatches,107,565
0FX4Hr3PkT.png,the,92,123
ic8wbr3Kam.png,correctness,116,356
JYMED59uHG.png,finds,133,200
w3Uhtrjy2K.png,to,97,146
TjNfpZRfIk.png,word,82,306
AU02Sh7fog.png,you,144,153
DbIwra3T05.png,set,84,125
Gv4zgf8mfL.png,specific,180,343
gSF2pT6ozP.png,get,113,126
dziqQbh45A.png,Networks:,89,347
Ijmnnc0a0f.png,Learn,93,254
4QtpkceOpK.png,and,79,168
wsnLDnbpHY.png,be,108,177
8Hp7xmjAdT.png,parts,87,187
gq2xMzD9m0.png,...,3,148
YvrMUw2rbZ.png,so,54,118
iwwGymMrnG.png,and,73,167
XIagXNqeV1.png,the,85,186
DYE2p7zTn0.png,for,131,150
5LZuy15EZH.png,chooses,107,307
WmgQGlk5uE.png,not,88,169
ZBid3xLAyb.png,the,91,170
JeQTcXjyHR.png,gate,117,189
lQb3ssyLYl.png,handles,89,257
nLoRRoRhZe.png,RNN,94,275
hk2CtluPbB.png,in,90,138
F00hyc2Kxz.png,used,69,195
mlGouhmyAO.png,to,75,88
BUEkLtJqTg.png,might,146,258
gpdaJFpxkc.png,and,85,152
K4ji16UYJW.png,it,81,106
1tOxxyGzzM.png,model,84,285
9bklfCC8ms.png,Hierachial,136,452
loghVepMd5.png,degree,128,269
yht1ivOS3l.png,time,85,199
Z3hdIeoEGd.png,model,91,271
gv1MyLqJlE.png,primitive,127,361
CWXg9NnB2i.png,in,72,112
M75ZjlWuZp.png,the,110,151
ke6UqT5JOy.png,features,138,353
22Mv4HTo5h.png,paper,78,269
MIqRMstRpd.png,true,96,185
RqvIsMz4gl.png,for,113,123
foUFmZVj9E.png,Learning,150,257
OfuVgROkTp.png,nouse,98,230
o72SiNOxJ1.png,moleskine,71,404
YBoXYg7cJF.png,for,143,172
rfq1LeMgwW.png,probability,153,543
yIthMmZVsu.png,desired,106,372
QWRnhYSolN.png,simple,104,261
rwZhoGBZNj.png,May,209,211
5Z5AGnjCW8.png,decide,87,286
Y8dfNnvnLi.png,make,94,206
IL6vvqEieH.png,Horizontal,132,426
kTG7OotzsN.png,paper,138,303
yuR1Iq4wSm.png,many,90,218
seJLkLILOT.png,becomes,101,307
3pzNeozOjd.png,using,138,213
eXv1qlfZrP.png,common,78,316
L6fAx3GJq8.png,of,131,85
mtrBRQ1uUp.png,CNN,94,271
aUk4tlxYtG.png,the,101,143
1xAKl3zadP.png,normalize,99,408
6By8QvUft8.png,human,108,307
tH78ODiAdp.png,this,94,174
Lk83usVMYK.png,types,107,239
LOYhuS11Ve.png,basis,104,198
4yuYgpZhA6.png,I,109,98
fJzJloZ3sa.png,a,56,86
9wWY6ihgn7.png,best,88,170
OpnfnyyItP.png,orientation,104,424
ZXMFC7JC80.png,Architecture,110,435
g4tLBsd7fF.png,to,90,106
e3IFPe7Iwe.png,over,75,168
IxWnUP2pZ1.png,for,130,203
b3MYK9Du35.png,sensitive,107,327
62ks0evWHC.png,Vertical,107,326
MsJqGmNztH.png,my,109,153
WdoGpExjSX.png,the,103,194
FHuRhc4fjC.png,the,101,167
rsoECT6jbr.png,for,126,179
SLBMAY0C2z.png,time,131,260
fBv5TrSRZp.png,building,143,340
C6eh2kugzZ.png,and,95,148
4mVAaH0feo.png,for,144,133
hVh4GONREV.png,Modeling,168,420
ueLFRx9PR4.png,be,95,143
8XGifv0gt0.png,will,101,209
OI3pN6fXom.png,This,95,180
GR6CwcFvIV.png,Solution,104,300
c22LIoRGF6.png,stacked,115,339
